year,category,prize,motivation,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Individual,F. Duncan M. Haldane,1951-09-14,London,United Kingdom,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",Individual,J. Michael Kosterlitz,1943-06-22,Aberdeen,United Kingdom,United Kingdom,Male,Brown University,"Providence, RI",United States of America
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,Individual,Jacques Dubochet,1942-06-08,Aigle,Switzerland,Switzerland,Male,University of Lausanne,Lausanne,Switzerland
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,Individual,Joachim Frank,1940-09-12,Siegen,Germany,Germany,Male,Columbia University,"New York, NY",United States of America
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,Individual,Richard Henderson,1945-07-19,Edinburgh,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2017,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,“for his contributions to behavioural economics”,Individual,Richard H. Thaler,1945-09-12,"East Orange, NJ",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
2017,Literature,The Nobel Prize in Literature 2017,"“who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world”",Individual,Kazuo Ishiguro,1954-11-08,Nagasaki,Japan,Japan,Male,,,
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,Individual,Jeffrey C. Hall,1945-05-03,"New York, NY",United States of America,United States of America,Male,University of Maine,Maine ME,United States of America
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,Individual,Michael Rosbash,1944-03-07,"Kansas City, MO",United States of America,United States of America,Male,Brandeis University,Waltham MA,United States of America
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,Individual,Michael W. Young,1949-03-28,"Miami, FL",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America
2017,Peace,The Nobel Peace Prize 2017,“for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons”,Organization,International Campaign to Abolish Nuclear Weapons (ICAN),,,,,unknown,,,
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,Individual,Barry C. Barish,1936-01-27,"Omaha, NE",United States of America,United States of America,Male,LIGO/VIRGO Collaboration,,
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,Individual,Kip S. Thorne,1940-06-01,"Logan, UT",United States of America,United States of America,Male,LIGO/VIRGO Collaboration,,
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,Individual,Rainer Weiss,1932-09-29,Berlin,Germany,Germany,Male,LIGO/VIRGO Collaboration,,
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the directed evolution of enzymes”,Individual,Frances H. Arnold,1956-07-25,"Pittsburgh, PA",United States of America,United States of America,Female,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the phage display of peptides and antibodies”,Individual,George P. Smith,1941-03-10,"Norwalk, CT",United States of America,United States of America,Male,University of Missouri,Columbia,United States of America
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the phage display of peptides and antibodies”,Individual,Sir Gregory P. Winter,1951-04-14,Leicester,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2018,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018,“for integrating technological innovations into long-run macroeconomic analysis”,Individual,Paul M. Romer,1955-11-06,"Denver, CO",United States of America,United States of America,Male,New York University,"New York, NY",United States of America
2018,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018,“for integrating climate change into long-run macroeconomic analysis”,Individual,William D. Nordhaus,1941-05-31,"Albuquerque, NM",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America
2018,Literature,The Nobel Prize in Literature 2018,“for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life”,Individual,Olga Tokarczuk,1962-01-29,Sulechów,Poland,Poland,Female,,,
2018,Medicine,The Nobel Prize in Physiology or Medicine 2018,“for their discovery of cancer therapy by inhibition of negative immune regulation”,Individual,James P. Allison,1948-08-07,"Alice, TX",United States of America,United States of America,Male,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",United States of America
2018,Medicine,The Nobel Prize in Physiology or Medicine 2018,“for their discovery of cancer therapy by inhibition of negative immune regulation”,Individual,Tasuku Honjo,1942-01-27,Kyoto,Japan,Japan,Male,Kyoto University,Kyoto,Japan
2018,Peace,The Nobel Peace Prize 2018,“for their efforts to end the use of sexual violence as a weapon of war and armed conflict”,Individual,Denis Mukwege,1955-03-01,Bukavu,Democratic Republic of the Congo,Democratic Republic of the Congo,Male,,,
2018,Peace,The Nobel Peace Prize 2018,“for their efforts to end the use of sexual violence as a weapon of war and armed conflict”,Individual,Nadia Murad,1993-07-02,Kojo,Iraq,Iraq,Female,,,
2018,Physics,The Nobel Prize in Physics 2018,“for the optical tweezers and their application to biological systems”,Individual,Arthur Ashkin,1922-09-02,"New York, NY",United States of America,United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America
2018,Physics,The Nobel Prize in Physics 2018,"“for their method of generating high-intensity, ultra-short optical pulses”",Individual,Donna Strickland,1959-05-27,Guelph,Canada,Canada,Female,University of Waterloo,Waterloo,Canada
2018,Physics,The Nobel Prize in Physics 2018,"“for their method of generating high-intensity, ultra-short optical pulses”",Individual,Gérard Mourou,1944-06-22,Albertville,France,France,Male,École Polytechnique,Palaiseau,France
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,Individual,Akira Yoshino,1948-01-30,Suita,Japan,Japan,Male,Asahi Kasei Corporation,Tokyo,Japan
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,Individual,John Goodenough,1922-07-25,Jena,Germany,Germany,Male,University of Texas,Austin TX,United States of America
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,Individual,M. Stanley Whittingham,1941-12-22,Nottingham,United Kingdom,United Kingdom,Male,Binghamton University State University of New York,"New York, NY",United States of America
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,Individual,Abhijit Banerjee,1961-02-21,Mumbai,India,India,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,Individual,Esther Duflo,1972-10-25,Paris,France,France,Female,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,Individual,Michael Kremer,1964-11-12,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
2019,Literature,The Nobel Prize in Literature 2019,“for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience”,Individual,Peter Handke,1942-12-06,Griffen,Austria,Austria,Male,,,
2019,Medicine,The Nobel Prize in Physiology or Medicine 2019,“for their discoveries of how cells sense and adapt to oxygen availability”,Individual,Gregg Semenza,1956-07-12,"New York, NY",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America
2019,Medicine,The Nobel Prize in Physiology or Medicine 2019,“for their discoveries of how cells sense and adapt to oxygen availability”,Individual,Peter Ratcliffe,1954-05-14,Lancashire,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
2019,Medicine,The Nobel Prize in Physiology or Medicine 2019,“for their discoveries of how cells sense and adapt to oxygen availability”,Individual,William Kaelin,1957-11-23,"New York, NY",United States of America,United States of America,Male,Harvard Medical School,"Boston, MA",United States of America
2019,Peace,The Nobel Peace Prize 2019,"“for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea”",Individual,Abiy Ahmed Ali,1976-08-15,Beshasha,Ethiopia,Ethiopia,Male,,,
2019,Physics,The Nobel Prize in Physics 2019,“for the discovery of an exoplanet orbiting a solar-type star”,Individual,Didier Queloz,1966-02-23,Geneva,Switzerland,Switzerland,Male,University of Geneva,Geneva,Switzerland
2019,Physics,The Nobel Prize in Physics 2019,“for theoretical discoveries in physical cosmology”,Individual,James Peebles,1935-04-25,Winnipeg,Canada,Canada,Male,Princeton University,"Princeton, NJ",United States of America
2019,Physics,The Nobel Prize in Physics 2019,“for the discovery of an exoplanet orbiting a solar-type star”,Individual,Michel Mayor,1942-01-12,Lausanne,Switzerland,Switzerland,Male,University of Geneva,Geneva,Switzerland
2020,Chemistry,The Nobel Prize in Chemistry 2020,“for the development of a method for genome editing”,Individual,Emmanuelle Charpentier,1968-12-11,Juvisy-sur-Orge,France,France,Female,Max-Planck-Institut,Berlin,Germany
2020,Chemistry,The Nobel Prize in Chemistry 2020,“for the development of a method for genome editing”,Individual,Jennifer A. Doudna,1964-02-19,"Washington, DC",United States of America,United States of America,Female,University of California,"Berkeley, CA",United States of America
